10,79.9165,99
20,79.8345,99
30,79.9486,99
40,79.8551,99
50,79.9008,99
60,79.934,99
70,79.8372,99
80,79.6933,99
90,78.2779,97
100,59.4959,74
110,36.8052,34
120,10.6337,4
130,-0,0
140,-0,0
150,-0,0
160,-0,0
170,-0,0
180,-0,0
190,-0,0
200,-0,0
